no_saida,no_entrada,betweenness
4598,4253,1.3583657899395768e-05
4598,5885,1.3060232312725392e-05
4598,3982,5.540085818634569e-06
4598,5621,1.0239257113510656e-05
5566,297,3.2444974664973756e-06
5566,665,2.348516014909439e-05
5566,885,2.141378957163808e-06
5566,1466,1.6987242773771251e-06
5566,1976,3.5494645063724127e-06
5566,2555,4.894992060270586e-06
5566,2702,1.2818971597926288e-05
5566,2745,3.84345226350154e-06
5566,2979,1.548000603879074e-06
5566,3982,2.577895051299365e-06
5566,4253,1.1371620491770002e-05
5566,4293,3.3928826991438463e-06
5566,4804,1.6186915963745606e-06
5566,4856,2.9309919864157098e-05
5566,5599,1.9737674765587797e-05
420,297,2.6849115941639676e-06
420,4992,2.4857501116964508e-06
420,885,7.743345078086306e-06
420,479,1.383063047783549e-06
420,1046,5.002850894064294e-05
420,3195,6.000877746767474e-06
420,2916,1.258260583002771e-05
420,3817,3.835345219001474e-06
420,1466,2.33677094675571e-06
420,4293,2.246105679196401e-06
420,2979,4.172436576754285e-06
420,2527,3.319048492982371e-06
420,4804,3.985759143492733e-06
420,5065,4.382316712025053e-06
420,4253,2.8703433800956832e-05
420,5599,5.131076538078562e-05
1466,297,1.6296510555920987e-06
1466,4992,2.2325163727056935e-06
1466,479,3.3830281484478823e-06
1466,2745,2.120721356099701e-06
1466,2527,2.291643428659599e-06
1466,3256,2.4430857634154596e-06
1466,1976,2.028423724446777e-06
1466,2788,1.3942543371945622e-06
1466,5608,6.528332148625254e-05
1466,2916,1.527106807376857e-05
1466,3817,1.5146126528327706e-06
1466,4293,2.6800832392901624e-06
1466,3982,1.4689437943302726e-06
1466,2979,2.585962866971629e-06
1466,5355,5.54962199869472e-05
1466,4804,2.427033702034636e-06
1466,5621,2.3723121163630125e-06
1466,4253,1.3900972365767315e-05
1466,5599,3.0977485379179156e-05
4293,297,3.5404825261990546e-06
4293,4992,2.410787964359609e-06
4293,479,4.137003479697388e-06
4293,1684,6.289592636992712e-05
4293,1976,2.1691287091857e-06
4293,2527,3.579101992202687e-06
4293,2540,1.0670000300672484e-05
4293,2585,1.8860400769591913e-05
4293,2702,1.0280369539508096e-05
4293,2792,1.2143329352905995e-05
4293,2916,1.3957861434109668e-05
4293,2979,3.2312798991790152e-06
4293,3256,2.1929379811423496e-06
4293,3242,8.008639754180257e-06
4293,3817,4.022247377109619e-06
4293,3982,1.813788969949351e-06
4293,4253,2.357720182837511e-05
4293,4856,1.3722036634383425e-05
4293,4804,2.632802067184043e-06
4293,5621,1.750874121672228e-06
4992,297,2.031238252182242e-06
4992,885,5.721974024938825e-06
4992,2788,2.807215138568163e-06
4992,2702,4.073455673345163e-06
4992,479,4.067551318805698e-06
4992,4856,1.0363444773766871e-05
4992,2745,3.4968426671427865e-06
4992,1684,0.00010190481813586166
4992,1976,7.553369837248363e-07
4992,2540,4.525688683408543e-06
4992,3195,3.835420551352016e-06
4992,2916,1.0413150242708642e-05
4992,3817,2.335397204184744e-06
4992,5065,5.333727055131521e-06
4992,897,1.0154805862939062e-05
4992,3256,2.680265123215251e-06
4992,3982,8.543348807930582e-07
4992,2979,3.056463954300207e-06
4992,2527,3.677288300101191e-06
4992,4804,2.872378061604057e-06
4992,5621,2.8286707321247775e-06
4992,4253,2.370484133574301e-05
4992,5599,4.579505210166647e-05
3982,479,4.18853056660844e-06
3982,885,4.245026777638125e-06
3982,3195,4.825607303128305e-06
3982,1684,7.438051735533817e-05
3982,1976,4.475606893286162e-07
3982,2702,4.881454749905633e-06
3982,2916,1.3403186070766278e-05
3982,2979,2.4745939015675415e-06
3982,3256,2.581603447155235e-06
3982,3242,3.644144000709173e-06
3982,3817,1.4906459751036304e-06
3982,4856,1.3412230011309696e-05
3982,5065,4.647116536262666e-06
3982,4804,2.2145094100678657e-06
3982,5621,2.1684278268516114e-06
3982,4253,1.9309408621331285e-05
3982,5599,3.534472329380879e-05
2979,297,4.716083161190655e-06
2979,479,5.155570909311737e-06
2979,885,3.2304147005742455e-06
2979,3195,1.5134708847478313e-05
2979,1684,8.58397589502615e-05
2979,1976,3.4509423622433293e-06
2979,2527,4.492199962508824e-06
2979,2540,1.5623005866483148e-05
2979,2555,8.204024048151157e-06
2979,2585,4.3895396711980844e-05
2979,2702,1.6563127163434514e-05
2979,2745,5.653945116497265e-06
2979,2788,2.512505525011501e-06
2979,2916,3.397598478158622e-05
2979,3665,2.0087338106544582e-05
2979,4856,3.316668342193235e-05
2979,3242,4.127721616245933e-06
2979,3817,3.257218925701948e-06
2979,5621,2.3721320443452133e-06
2979,5065,5.734424040973099e-06
2979,3256,5.374511644177103e-06
2979,5732,0.00010545746509496737
2979,4804,1.396306416042744e-06
2979,4253,9.55023855468492e-06
2979,5599,2.7774048082328424e-05
2527,297,2.9516269745281632e-06
2527,479,3.7798679162388308e-06
2527,665,1.2979906572182839e-05
2527,897,1.1247209775915672e-05
2527,3195,8.265272590028498e-06
2527,1279,1.051432239086132e-05
2527,2171,2.2068075775086373e-05
2527,2788,3.9152088474993274e-06
2527,2702,8.746538153390327e-06
2527,2585,1.745219097581867e-05
2527,4856,1.449497281554693e-05
2527,2745,4.009469483751628e-06
2527,5608,0.00010463883767914902
2527,2916,1.4445427182196629e-05
2527,3817,3.783296409629088e-06
2527,2540,8.445937674492337e-06
2527,5065,7.325878048936571e-06
2527,3256,3.0782871674662535e-06
2527,5732,6.157874892120089e-05
2527,4804,5.16712887373408e-06
2527,5621,4.361014583638349e-06
2527,4253,3.283798355294632e-05
2527,5599,6.237650302213032e-05
4804,297,4.52434124793983e-06
4804,1067,4.398097022884138e-05
4804,1684,4.731785375907509e-05
4804,1976,3.3575525795136318e-06
4804,3817,3.013929677441139e-06
4804,4253,1.3855288707457953e-05
4804,5621,2.516492513928091e-06
5065,297,4.344763766509841e-06
5065,479,6.6933961656141104e-06
5065,885,7.74219806932907e-06
5065,3195,1.1009178681417128e-05
5065,1614,0.00027872196217607146
5065,4253,3.557867437523453e-05
5065,5621,6.701263624876387e-06
5065,5599,4.5810613685291085e-05
4253,297,2.2560384515600988e-05
4253,479,4.123723400316436e-05
4253,665,9.640516313488011e-05
4253,671,0.00012016080602257864
4253,676,2.100292903684492e-05
4253,736,6.236821319663723e-05
4253,885,1.3573832451953546e-05
4253,3136,9.942800270182592e-05
4253,897,9.72542107629429e-05
4253,3195,6.011782520768421e-05
4253,1279,1.440463415101376e-05
4253,1684,0.0002424481300560428
4253,1868,7.878998602724767e-05
4253,1976,2.3847459483018047e-05
4253,1996,2.3428870190792264e-05
4253,2055,0.00013128086089202922
4253,2171,0.0001784772157959566
4253,4193,0.0007562014072145389
4253,2540,6.049994332083713e-05
4253,2567,0.00023635991875767444
4253,2585,0.00013768377977685234
4253,2634,0.0001559236347894682
4253,2644,1.9398829623268185e-05
4253,2702,6.69480301069744e-05
4253,2745,3.090274115918099e-05
4253,2788,1.5836509417664355e-05
4253,2916,0.00011273248751338393
4253,3256,3.339770620181679e-05
4253,3374,0.000138925828962556
4253,3377,4.0389487572814455e-05
4253,3242,1.409148847524986e-05
4253,3694,3.450073435308829e-05
4253,3817,1.4911687426454868e-05
4253,5089,2.1045667019346677e-05
4253,5732,0.00024462882217950123
4253,4856,0.00011702222528112046
4253,5388,0.0002528610290387047
4253,5599,3.3948027460379396e-05
4253,5355,0.00016071424705748616
4253,5621,1.6481827266828432e-05
297,2788,3.3413318336850877e-06
297,479,3.5533231496764214e-06
297,2745,3.1395759161915208e-06
297,3256,2.388095117616201e-06
297,5621,4.646937137813528e-06
297,5599,4.487023456581647e-05
416,5416,4.834615602796372e-05
416,5871,2.0877626555704116e-05
416,5114,1.0520517996430542e-05
416,1595,3.6559629803215486e-05
416,5241,1.6911623062843657e-05
416,5212,1.9824097380365177e-05
416,1414,2.6271271830844604e-05
416,2819,3.5436386429379277e-06
416,726,4.922682187925365e-05
5416,113,2.0942560735482132e-05
5416,123,1.5255770137442936e-05
5416,166,0.00010854349759829562
5416,173,1.6332766447739953e-05
5416,189,5.209686940964505e-05
5416,195,1.3956826999714667e-05
5416,210,1.4064925494475327e-05
5416,211,1.203160815687629e-05
5416,256,2.604699457623495e-05
5416,279,2.805662892615488e-05
5416,1674,0.00015044091805659294
5416,309,2.9335369072589737e-05
5416,319,1.1510077365791635e-05
5416,355,1.5689090773246658e-05
5416,370,5.610604705975288e-05
5416,388,1.6697499266555754e-05
5416,403,1.1461119891531816e-05
5416,408,1.0363539615249013e-05
5416,471,3.847273664243447e-05
5416,516,1.0371375978574691e-05
5416,576,0.0002475037573993314
5416,603,1.7510342922563674e-05
5416,613,8.573722468376625e-06
5416,670,2.0242550348003285e-05
5416,683,0.000367118079650841
5416,726,3.996051448566798e-05
5416,815,2.154849927968322e-05
5416,837,2.9359401445884864e-05
5416,850,3.432661609965684e-05
5416,877,3.649229800494775e-05
5416,880,1.8913110548186887e-05
5416,938,2.8895310843720898e-05
5416,941,1.3510023313279737e-05
5416,5104,2.1781033215997197e-05
5416,992,1.2693013910174841e-05
5416,997,0.0003517949150956132
5416,1017,2.795978852604973e-05
5416,1031,8.316880461113117e-05
5416,1043,8.964873724686193e-05
5416,1045,1.6898102776894583e-05
5416,1053,1.7871741623628237e-05
5416,1057,7.858185875136215e-05
5416,1062,2.0105693557502768e-05
5416,1092,1.2828906677736545e-05
5416,1100,8.474826593257325e-05
5416,1127,1.1088935409880333e-05
5416,1188,1.5480109756432117e-05
5416,1191,2.123842753829e-05
5416,1194,1.2465184881086477e-05
5416,1211,0.00014638632590032458
5416,1758,1.192174007445313e-05
5416,1271,1.5402115447501984e-05
5416,4180,2.3396173585501077e-05
5416,1289,0.00012768535248634168
5416,225,0.00017059898792645751
5416,1362,0.00033852403520649954
5416,1371,1.0166123032102449e-05
5416,1378,2.8045445037888194e-05
5416,1400,2.984488797831444e-05
5416,1414,1.6533412631783684e-05
5416,1422,2.780782310238854e-05
5416,1431,0.00022938046658188907
5416,1440,1.5296835845212275e-05
5416,1470,1.096143791334085e-05
5416,1489,0.0001392983062310174
5416,1595,1.5340167888734337e-05
5416,1624,0.0001471352370405885
5416,1627,2.0912237877211055e-05
5416,1647,3.250769644247391e-05
5416,5212,0.0001288980727999547
5416,1686,2.0379863731002986e-05
5416,1709,1.4670552244592768e-05
5416,1711,1.420893071769822e-05
5416,1755,2.4542394526908928e-05
5416,1766,1.5683260655033526e-05
5416,1773,1.696515825645946e-05
5416,1805,0.00020244468902164196
5416,1825,1.0541502863808146e-05
5416,2082,0.00020432488395085452
5416,1838,0.0013873555142931157
5416,1853,2.788965326204681e-05
5416,1915,1.2222233011876462e-05
5416,1968,0.00010248712250021075
5416,1984,1.4912526098953228e-05
5416,2001,1.843807489920435e-05
5416,2059,0.0003855836426359294
5416,2120,2.4001837889483554e-05
5416,3336,1.4421130066219559e-05
5416,1023,2.2922903325384568e-05
5416,2173,6.135250976034511e-06
5416,2236,0.00046826121557491196
5416,2248,5.3836386486261917e-05
5416,2257,5.694020080052746e-05
5416,2298,1.775086522049348e-05
5416,2373,3.59477963140456e-05
5416,2401,0.00016801768311528666
5416,2873,0.00010924219051777073
5416,2466,0.00018290718426809555
5416,2488,5.961212346485398e-05
5416,2500,4.151966166450167e-05
5416,2512,2.449975867666657e-05
5416,2515,1.4626259144326896e-05
5416,2537,2.0612784993171308e-05
5416,2547,3.272134193673694e-05
5416,2551,2.1125421387430993e-05
5416,2572,1.5537542559076738e-05
5416,2617,2.3674278726873424e-05
5416,2619,3.034204404646993e-05
5416,2628,2.0561152684137904e-05
5416,2648,2.192638270577199e-05
5416,2697,0.0001223355085899311
5416,2720,4.883821159591705e-05
5416,2723,0.00016134000304498727
5416,2738,4.7897197509511065e-05
5416,2749,0.0001882373859278749
5416,2770,1.2218419873302097e-05
5416,2780,0.00020263773410536862
5416,2793,1.8525130675031125e-05
5416,2795,5.052649111483265e-05
5416,2819,2.011933171925238e-05
5416,1421,2.1104583291782086e-05
5416,2906,1.020888127844174e-05
5416,2929,4.611262097928466e-05
5416,2988,2.232880396743808e-05
5416,3007,8.278866711355635e-06
5416,3041,1.0097075455671703e-05
5416,3043,0.0003510267922503143
5416,3076,1.8724566119598806e-05
5416,3082,2.0120753812858275e-05
5416,3110,9.514566669637284e-06
5416,3111,5.727551215690761e-05
5416,3123,0.00013122522505178467
5416,3176,1.1532819150640513e-05
5416,3205,2.089393503143822e-05
5416,3219,1.5990936750884602e-05
5416,3281,9.410089827991255e-06
5416,2535,8.663012796037557e-05
5416,3324,4.3173037225579086e-05
5416,3335,1.5147944196468636e-05
5416,3363,4.2756483607863426e-05
5416,3365,3.245149358755232e-05
5416,3380,0.0003031778376598592
5416,3414,1.5974596168023517e-05
5416,3439,2.2863715187324508e-05
5416,3486,0.0002731448428769586
5416,3487,0.00015629011568112035
5416,3534,9.332664403267235e-05
5416,3539,4.468152383622599e-05
5416,3627,0.0002858266276983782
5416,3705,0.00019747086990705182
5416,3709,2.3042041368763155e-05
5416,3714,1.4920007318776374e-05
5416,3793,1.9786420655049585e-05
5416,3801,7.29632622354428e-05
5416,3829,5.2402150125501756e-05
5416,3848,1.3860799200573856e-05
5416,3916,5.961630635366944e-05
5416,3926,3.8947723282096276e-05
5416,4010,2.284812339132344e-05
5416,4011,2.4189598896764797e-05
5416,4026,1.6976323734241882e-05
5416,4032,0.0003159906664385998
5416,4034,1.2320217155633774e-05
5416,4061,5.444183352756871e-05
5416,4081,0.0005331744753690836
5416,4090,1.1636513692061388e-05
5416,4134,0.0001121555574311621
5416,4160,2.5221537717113028e-05
5416,4284,1.2130716250058227e-05
5416,4686,0.00016563811491780055
5416,4406,9.53271470632311e-05
5416,4418,2.51806977080396e-05
5416,4427,2.097793039405325e-05
5416,4525,2.5117347311246362e-05
5416,4602,0.00022681477829060228
5416,4618,2.1845691610410287e-05
5416,4643,0.00016517237992492008
5416,4660,8.928643746897138e-06
5416,4756,0.00019747086990705182
5416,4767,0.0005850479017313655
5416,4785,1.5182709611509445e-05
5416,4823,0.00012889076724258562
5416,4857,1.4702577731585422e-05
5416,4878,2.815959643072079e-05
5416,4901,1.0603005231626074e-05
5416,4906,0.000754415005040238
5416,4972,2.254697912720197e-05
5416,5026,8.49625849812961e-05
5416,5069,2.8914922279365036e-05
5416,5072,0.0002550179971751831
5416,5076,8.537077974903457e-06
5416,5079,1.3680880565200745e-05
5416,5757,0.00012344902159441644
5416,5114,9.677934041805859e-05
5416,5124,1.2741479919569907e-05
5416,5137,1.0867057322124994e-05
5416,5159,9.789384960195521e-05
5416,5163,0.00023738051301249808
5416,5176,1.1477749631486717e-05
5416,5349,0.00019747086990705182
5416,5414,2.0876747518510227e-05
5416,5808,1.6938063634277527e-05
5416,5525,2.8907686122112697e-05
5416,2475,6.705175512671958e-05
5416,5636,7.472218488002408e-05
5416,5638,1.071955328623846e-05
5416,5837,2.7196863053534098e-05
5416,5661,0.00010623808115366392
5416,5582,1.3848134504639118e-05
5416,5868,1.2643800737413515e-05
5416,5871,1.3512754896795186e-05
5416,5873,1.3664514252338212e-05
5416,5691,2.6362736372988206e-05
5416,5503,3.44402522852956e-05
5416,5788,0.00012712306750683268
5416,5508,9.065191412843812e-06
5416,5797,1.5915952344256247e-05
5416,5701,1.271928819344925e-05
5416,5657,7.392164231371365e-06
5416,5726,9.272986483920815e-06
5416,5709,7.610931963608812e-05
5416,5781,3.6177304895831445e-05
5871,113,7.200658288909287e-06
5871,123,3.874650366127858e-06
5871,195,4.016167994343465e-06
5871,210,4.328212588673395e-06
5871,211,3.355112757428943e-06
5871,279,7.10389187296726e-06
5871,319,4.048387573623983e-06
5871,355,3.2883274070715048e-06
5871,388,4.4994852171798005e-06
5871,403,4.991896981959359e-06
5871,408,3.941418903644413e-06
5871,516,2.994517458763757e-06
5871,550,0.000122340817342037
5871,592,0.00012174131406684733
5871,603,6.136851332905238e-06
5871,613,4.318447243780393e-06
5871,726,1.8005191888726176e-05
5871,815,5.625144851730437e-06
5871,850,1.105433723001757e-05
5871,877,1.0937998239012402e-05
5871,880,4.953486311045231e-06
5871,941,3.961518804558528e-06
5871,5104,7.311452099794884e-06
5871,992,4.200556073160848e-06
5871,1017,7.109521879931697e-06
5871,1043,2.910950952318817e-05
5871,1045,4.254188190588076e-06
5871,1053,4.227261319619739e-06
5871,1057,2.6633236645585713e-05
5871,1062,5.204506034120818e-06
5871,1127,2.4246634795483556e-06
5871,1194,2.946706495478731e-06
5871,1196,0.00021013942689361697
5871,1271,3.547116055299876e-06
5871,4180,7.84154171000552e-06
5871,1378,1.1228307237648022e-05
5871,1400,9.967132342195275e-06
5871,1414,1.5249126763130268e-06
5871,1422,8.135163739219097e-06
5871,1431,0.00010228408777882896
5871,1440,6.543698430786341e-06
5871,1470,4.661684874593887e-06
5871,1595,1.6713574485792437e-05
5871,1627,8.745649806418807e-06
5871,1711,3.2821828710089806e-06
5871,1756,4.626741559385975e-06
5871,1766,3.858616190808226e-06
5871,1773,6.310811692482788e-06
5871,1805,6.924108339805873e-05
5871,1825,3.0329019839598208e-06
5871,1915,2.5271943549270977e-06
5871,1984,4.187904914952626e-06
5871,2001,8.03606325603186e-06
5871,2059,0.00013426803405308806
5871,3336,3.41156430800694e-06
5871,1023,8.226416077050882e-06
5871,2173,3.215856686318691e-06
5871,2298,6.859109661587226e-06
5871,2358,1.0069739235272913e-05
5871,2367,2.850351375372748e-05
5871,2500,1.853595531903492e-05
5871,2512,8.318723757699591e-06
5871,2537,5.59828717155185e-06
5871,2547,1.0864767058502285e-05
5871,2551,1.0359771498808175e-05
5871,2572,3.7027299930769623e-06
5871,2617,9.052804041440577e-06
5871,2619,1.0206033702374308e-05
5871,2628,7.024469240727175e-06
5871,2648,5.9226372115691556e-06
5871,2697,4.6231483899901335e-05
5871,2720,2.013359369879015e-05
5871,2723,4.835019896622808e-05
5871,2744,0.00013036151048975855
5871,2770,4.427912667266031e-06
5871,2793,7.041241062927349e-06
5871,2795,2.0678913701664155e-05
5871,2819,7.947038103537043e-06
5871,1421,6.471360538250846e-06
5871,2906,2.861196316736368e-06
5871,2988,6.309187457462395e-06
5871,3007,2.010858210956903e-06
5871,3041,3.783156686568589e-06
5871,3043,0.00012035864851645574
5871,3076,6.8040309638827474e-06
5871,3082,8.048240452086466e-06
5871,3110,3.514606210269407e-06
5871,3111,2.398887110506062e-05
5871,3144,1.3794621887881729e-05
5871,3176,4.387820798531609e-06
5871,3205,6.659862773301231e-06
5871,3281,2.6055127081677166e-06
5871,3306,2.4764910954935104e-05
5871,3363,1.3716515483875487e-05
5871,3365,1.0751835089847966e-05
5871,3414,4.077304614156476e-06
5871,3439,9.462690608769145e-06
5871,3451,1.2472057038902368e-05
5871,3539,1.3877209820474872e-05
5871,3709,7.017864052402996e-06
5871,3714,4.140561514617177e-06
5871,3793,6.807538673256669e-06
5871,3848,2.974942265319726e-06
5871,3926,1.0917511457751741e-05
5871,3996,4.050494061655103e-05
5871,4011,9.297178294429943e-06
5871,4026,7.439955226067182e-06
5871,4032,0.00010875423842946342
5871,4160,6.689046129992627e-06
5871,4406,2.9422126061970613e-05
5871,4427,6.043193030212014e-06
5871,4525,1.0081715531466479e-05
5871,4602,6.97671701055498e-05
5871,4660,2.8850251841581773e-06
5871,4767,0.0002035967637260811
5871,4785,3.3588486827932537e-06
5871,4838,2.8392476437564216e-06
5871,4878,9.794493693132312e-06
5871,4901,2.859230218531109e-06
5871,4972,8.108985689185173e-06
5871,5072,8.479808868845518e-05
5871,5076,2.49053137174395e-06
5871,5079,3.196556278239147e-06
5871,5421,2.0785960700290426e-05
5871,5525,8.751126366302227e-06
5871,5582,3.530556836140351e-06
5871,5638,3.0729118286062884e-06
5871,5657,3.5785435355175204e-06
5871,5701,3.394309525756424e-06
5871,5726,2.1031239873729504e-06
5871,5781,1.024269063894445e-05
5871,5788,5.428023111714966e-05
5871,5797,5.98939392050292e-06
5871,5868,4.463082031624423e-06
5871,5873,4.889069080674164e-06
5114,1595,6.590565727950425e-05
5114,2515,3.556302811778483e-05
5114,5076,3.051286030394982e-05
1595,79,7.729942489607936e-05
1595,113,1.6632850682181912e-05
1595,123,1.3240580041992033e-05
1595,166,7.442764488244663e-05
1595,173,1.3723487032051774e-05
1595,195,1.345192313621847e-05
1595,210,1.5408695678906252e-05
1595,211,1.0186867876698986e-05
1595,279,1.934433947897886e-05
1595,1674,0.00011049106208626068
1595,309,1.9279780746642833e-05
1595,319,1.0181701460828848e-05
1595,355,1.1711957544781984e-05
1595,370,4.013362828603038e-05
1595,388,1.3653701821009902e-05
1595,403,1.4097179842962512e-05
1595,408,9.00975872535111e-06
1595,471,2.870694905278775e-05
1595,516,1.4868238313495035e-05
1595,603,1.2245951416444354e-05
1595,613,1.1255714207387053e-05
1595,670,1.633723347226147e-05
1595,726,5.1107318983850405e-05
1595,815,1.602586500126576e-05
1595,850,2.593896013903985e-05
1595,877,3.673690594032192e-05
1595,880,1.3239952799844812e-05
1595,938,1.9540495077776886e-05
1595,941,1.2777037686774262e-05
1595,5104,1.67353498168799e-05
1595,992,1.3043581389682301e-05
1595,1017,2.568318290574968e-05
1595,1031,6.185748108315502e-05
1595,1043,0.00010355884796844816
1595,1045,1.4302195927400429e-05
1595,1053,1.5788645861131092e-05
1595,1062,1.6236884569333927e-05
1595,1092,1.0233794594846032e-05
1595,1100,6.321241831385635e-05
1595,1127,1.0493789248050628e-05
1595,1651,3.407698748488288e-05
1595,1188,1.3231269641104355e-05
1595,1191,1.7745238074729287e-05
1595,1194,1.1236658555381638e-05
1595,1211,0.00010283366677257335
1595,1758,1.0119850626025678e-05
1595,1271,1.418347325949147e-05
1595,4180,2.59704694360537e-05
1595,1289,8.60949739019776e-05
1595,225,0.00011922645182551778
1595,1371,9.652071309810853e-06
1595,1378,1.8874266407625492e-05
1595,4204,3.300383387536066e-05
1595,1400,3.517456080886321e-05
1595,1414,1.7548736085157886e-05
1595,1422,2.1108558902648736e-05
1595,1440,1.2624277860495109e-05
1595,1453,0.00019854544507711658
1595,1470,1.609352902574336e-05
1595,1489,0.00012868138775207484
1595,1915,1.144790044715795e-05
1595,5808,1.9109163420289568e-05
1595,1838,0.00114438153528709
1595,2500,3.331569973839496e-05
1595,2988,1.65803624281748e-05
1595,2804,2.470981054497184e-05
1595,5503,2.7160959965944522e-05
1595,3809,4.7517287609464937e-05
1595,3205,1.57350541204114e-05
1595,2929,4.270356744078859e-05
1595,5525,2.164684904472395e-05
1595,3076,1.4404780869764259e-05
1595,5176,1.0374467046054117e-05
1595,3082,1.4960107439732137e-05
1595,3996,5.735750113301832e-05
1595,4090,1.0171190092052596e-05
1595,2793,1.4441691094194104e-05
1595,1641,0.00010537436657582114
1595,5079,1.3200295499895196e-05
1595,2795,3.628313740004969e-05
1595,2512,3.080066486454331e-05
1595,4284,1.2360392407827298e-05
1595,2475,5.166047717272581e-05
1595,2515,1.525089761144971e-05
1595,1741,0.00015795504270949316
1595,5636,5.6493499422571653e-05
1595,2173,9.498705009602096e-06
1595,4643,0.0001852868586085042
1595,1984,1.3364881072576833e-05
1595,2801,0.0001644192256580585
1595,3365,2.3800054268645878e-05
1595,5638,1.5131936530972617e-05
1595,2617,1.914816441297475e-05
1595,3533,6.932147328737107e-05
1595,4135,7.467126904492323e-05
1595,3534,6.34645281203256e-05
1595,2320,3.411469782313179e-05
1595,2619,3.459465979534511e-05
1595,2041,1.8090342316735492e-05
1595,2791,3.8803077963234367e-05
1595,4756,0.00014105316529944772
1595,3451,2.7854363006669552e-05
1595,3539,5.124640576969597e-05
1595,1023,1.7233344739812986e-05
1595,4010,1.97150350163255e-05
1595,4011,1.485000285368708e-05
1595,2298,1.8531932344517745e-05
1595,3007,8.408855332286479e-06
1595,3735,5.6369696479073926e-05
1595,5837,2.2926186034422856e-05
1595,1755,1.7981208801108276e-05
1595,1756,1.7791069741977445e-05
1595,3829,3.7597399576985065e-05
1595,4767,0.000622099373701409
1595,2720,3.7391724214706185e-05
1595,2537,2.176410913296021e-05
1595,2906,1.0317408882524232e-05
1595,3110,1.1108797908982904e-05
1595,3111,4.2821656253153906e-05
1595,2248,5.8177695072773734e-05
1595,2059,0.00048050652147707627
1595,1766,1.4077447599964369e-05
1595,2628,1.6182393902402773e-05
1595,1825,1.3262555001601196e-05
1595,4476,1.8452881442740177e-05
1595,5661,0.00012034370719715237
1595,5124,1.2714422497857728e-05
1595,5212,0.00013906376218451584
1595,5213,2.3764932916527028e-05
1595,3204,0.00031910869048672484
1595,4838,1.5637852842785382e-05
1595,1773,1.3639521127209437e-05
1595,4026,1.2345525995579137e-05
1595,4406,0.00011292962570032997
1595,4521,0.0009255673556810809
1595,2551,2.0803804488745996e-05
1595,3123,9.535616419996813e-05
1595,1968,7.69360314106785e-05
1595,5757,0.00010870113291947399
1595,3916,4.1403428711277067e-05
1595,2488,4.301783950617747e-05
1595,4032,0.00041413137319671836
1595,3848,1.2999087979310662e-05
1595,4034,1.0561506205550851e-05
1595,5137,1.0493267841404266e-05
1595,4686,0.00012000321611625516
1595,3219,1.619832359795133e-05
1595,4878,3.103259104193741e-05
1595,2083,1.4250080779295097e-05
1595,3281,1.2487933686478116e-05
1595,2749,0.00013463198889562066
1595,3041,9.018548116226552e-06
1595,3486,0.0002015937819910224
1595,3043,0.00035758052507624147
1595,3336,1.4418918783730132e-05
1595,5582,1.2388001818241073e-05
1595,2819,1.602852127389383e-05
1595,2466,0.00012870760886639617
1595,4512,0.00018379676825488144
1595,1711,1.5170139907697244e-05
1595,5201,0.0002101075576586446
1595,5414,1.718438794596958e-05
1595,4799,9.434150669573478e-05
1595,4427,2.1930877081785247e-05
1595,5868,1.0570969910437368e-05
1595,3414,1.2978967494641388e-05
1595,2572,1.6811316987363762e-05
1595,4602,0.00027659253682063594
1595,5873,1.2206940315656346e-05
1595,2373,2.680210070314777e-05
1595,4334,4.84697891912467e-05
1595,5691,1.9970714518850364e-05
1595,1853,3.0016263345095153e-05
1595,4972,2.8942391191008333e-05
1595,4660,8.83248845837197e-06
1595,1902,0.00022591352586742434
1595,1421,1.96324116079191e-05
1595,5788,8.681087503968233e-05
1595,1811,3.859435492211778e-05
1595,5159,7.35379001864313e-05
1595,5069,2.274584347380556e-05
1595,5072,0.0002797304069761897
1595,5508,1.0390892119064017e-05
1595,4525,2.600710889314438e-05
1595,4785,1.322019938223239e-05
1595,5076,8.351127190227834e-06
1595,2770,1.6038960383659122e-05
1595,3335,1.3014693008224795e-05
1595,5816,7.344946080462778e-05
1595,3793,2.6055238676880987e-05
1595,3176,1.0023176877422325e-05
1595,4160,2.8574330496797093e-05
1595,4065,0.00020667215571234493
1595,4618,2.0587410054133655e-05
1595,5797,2.090999773092067e-05
1595,5701,1.6162638320968692e-05
1595,3363,5.005759432143744e-05
1595,3714,1.2874754435657012e-05
1595,4901,9.888031326918953e-06
1595,5726,1.1388223959519834e-05
1595,1709,1.2097526785227557e-05
1595,5349,0.00014105316529944772
1595,4166,0.00018812507747274058
1595,2780,0.0001668804298463461
1595,3705,0.00014105316529944772
1595,1805,0.00022342429599842996
1595,5709,5.9483491031876814e-05
1595,2401,0.00011976989878261356
1595,3439,1.4618629764781922e-05
1595,1627,1.617791111227833e-05
1595,5657,7.006054461075626e-06
1595,3709,1.5121519758804428e-05
1595,5781,2.3416112553069608e-05
5241,1179,4.323240870180661e-05
5241,2358,2.006088075447803e-05
5241,2397,0.00014822344394464535
5241,2723,0.00020224569753765046
5241,3441,4.4313962356252014e-05
5241,4799,1.5432675491819703e-05
5241,5797,0.00011218007099199086
5212,609,6.310992340719977e-05
5212,726,7.324622986895466e-05
5212,1758,1.4421616431722539e-05
5212,1470,2.7251155106167707e-05
5212,1641,2.978506156424132e-05
5212,4032,0.00016353737826089635
5212,3281,2.5040094584602717e-05
